DATE,Time,Location,Operator,Route,AC Type,Aboard,Fatalities,Summary,url
28-Jan-10,1130,"Cotabato City, Philippines",Military - Philippine Air Force,Cotabato Cty - Zamboanga City,GAF N22B Nomad,8   (passengers:6  crew:2),8   (passengers:6  crew:2),"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood.",https://www.planecrashinfo.com/2010/2010-4.htm
14-Feb-10,?,"Near Saada, Yemen",Military - Yemeni Arm,?,Helicopter,11   (passengers:9  crew:2),11   (passengers:9  crew:2),The helicopter crashed into a military vehicle shortly after taking off from the military airport carrying seven wounded soldiers and its crew of four soldiers. The accident was reported to have been caused by a technical fault.,https://www.planecrashinfo.com/2010/2010-5.htm
10-Apr-10,1041,"Smolensk, Russia",Military - Polish Air Force,"Warsaw, Poland - Smolensk Russia",Tupolev 154M,96   (passengers:88  crew:8),96   (passengers:88  crew:8),"The military jet crashed and was destroyed while attempting to land in dense fog and poor visibility. The crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a go-around. A few seconds before impact, the autopilot and autothrottle were disconnected in order to execute a go-around. The airplane impacted upsloping terrain at a distance of about 1,100 meters from the runway and 40 m to the left of extended centerline. The immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at Smolensk, which were significantly lower than the established airport minima. Descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a go-around,  in order to establish visual flight. No reaction to the numerous TAWS warnings which led to controlled flight into terrain, aircraft destruction and death of the crew and passengers. Polish president Lech Kaczynski and his wife were among the dead.",https://www.planecrashinfo.com/2010/2010-6.htm
10-Apr-10,327,"Near Yelizovo, Russia",Kamchatka Airlines,Elizovo - Dukup ,Mi-8,18   (passengers:15  crew:3),10   (passengers:8  crew:2),"The helicopter was flying German and Russian snowboarders during a showboarding tour when it crash, 67 km away from Yelizovo.",https://www.planecrashinfo.com/2010/2010-7.htm
13-Apr-10,2315,"Monterey, Mexico",Airborne Freight Company Union,Mexico City - Monterey - Los Angeles,Airbus A300B4-203F,5   (passengers:0  crew:5),5   (passengers:0  crew:5),"The cargo plane was making a stop at Monterey on its way to Los Angeles when it crashed 1.5 km from the airport, while making a final approach to General Mariano Escobedo International Airport. The aircraft was cleared to land on Runway 11, when the crew decided to abort the landing. The plane then crashed onto Avenida Miguel Aleman roadway, striking a car and killing the driver. The plane then broke apart and burst into flames.",https://www.planecrashinfo.com/2010/2010-8.htm
21-Apr-10,2110,"Pampanga, Philippines",Interisland Airlines,Cebu - Pampanga,Antonov An-12BP,6   (passengers:0  crew:6),3   (passengers:0  crew:3),"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames.",https://www.planecrashinfo.com/2010/2010-9.htm
12-May-10,610,"Tripoli, Libya",Afriqiyah Airways,"Johannesburg, South Africa - Tripoli, Libya",Airbus A330-202,104   (passengers:93  crew:11),103   (passengers:92  crew:11),"The aircraft crashed and disintegrated one-half a mile from the runway while attempting to land at Tripoli International Airport. Ninety-two passenger and a crew of 11 were killed. A 8 year old Dutch boy was the sole survivor. Failure of the two pilots to coordinate their actions during the initial approach, with the final approach attempted below the minimum descent altitude and the runway not visible. Realizing that the approach had been misjudged, the co-pilot, who was in command, attempted to pull the plane up in order to perform a new landing, which disabled the auto pilot, but the captain had retaken control of the aircraft without informing his co-pilot, leading to the crash. Lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped go-around. The length of the trip and crew fatigue was a factor.",https://www.planecrashinfo.com/2010/2010-10.htm
15-May-10,1510,"Near Poeketi, Suriname",Blue Wings Airlines,Godo Holo Air Strip - Paramaribo,Antonv An-28,8   (passengers:6  crew:2),8   (passengers:6  crew:2),"The plane crashed during poor weather into a forest ,10 minutes after taking off from Godo Olo Air Strip.",https://www.planecrashinfo.com/2010/2010-11.htm
17-May-10,930,"Salang pass, Afghanistan",Pamir Airlines,Kunduz - Kabul,Antonv An-24B,44   (passengers:38  crew:6),44   (passengers:38  crew:6),"The plane crashed in Salang pass, 60 miles north of Kabul. Weather was poor in the general area. It was reported that an early ground proximity warning system was misunderstood by the crew, either due to language problems or because of previous false alerts",https://www.planecrashinfo.com/2010/2010-12.htm
22-May-10,610,"Mangalore, India",Air India Express,"Dubai, UAE - Mangalore, India",Boeing 737-8HG,166   (passengers:160  crew:6),159   (passengers:153  crew:6),"While attempting to land at Mangalore Airport, the plane overran the runway, slid down a ravine into a wooded valley, and burst into flames. Despite being warned by the aircraft computers to ""pull up, the captain did not heed the warning. He also ignored the co-pilot telling him to go-around,",https://www.planecrashinfo.com/2010/2010-13.htm
19-Jun-10,1000,"Yangadou, Cameroon",Aero Service,Yaoundé-Nsimalen - Yangadou Mine Airstrip,CASA 212 Aviocar,11   (passengers:9  crew:2),11   (passengers:9  crew:2),The plane crashed in a remote area on the Cameroon / Congo border. The plane was carrying executives of the mining company Sundance Resources.,https://www.planecrashinfo.com/2010/2010-14.htm
23-Jun-10,559,"Quebec, Canada",Aéropro,Quebec -Sept-Îles,Beechcraft A100 King Air,7   (passengers:5  crew:2),7   (passengers:5  crew:2),"The pilot reported a problem with his right engine after take off and tried to return for an emergency landing but crashed into a private field and exploded, approximately 1 mile north of Jean-Lesage International Airport. The aircraft took off with reduced engine power not recommended by the manufacturer. Once the right engine stopped working, the pilots didn't rotate the engine's blades to be parallel with the flow of air, a procedure called feathering that helps to reduce drag. The crew were not properly trained for emergencies, and mechanical defects were not being logged. The companys license was revoked.",https://www.planecrashinfo.com/2010/2010-15.htm
5-Jul-10,1740,"Tuzla, Romania",Military - Romainian Air Force,Tuzla - Tuzla,Antonov AN-2,14   (passengers:10  crew:4),12   (passengers:?  crew:3),"The military plane, on parachuting training flight, crashed 2 km from the airport  into a field shortly after taking off. Operational errors upon take-off most likely caused the accident.",https://www.planecrashinfo.com/2010/2010-16.htm
28-Jul-10,945,"Islamabad, Pakistan",Airblue,Karachi - Islamabad,Airbus A321-231,152   (passengers:146  crew:6),152   (passengers:146  crew:6),"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude.",https://www.planecrashinfo.com/2010/2010-17.htm
28-Jul-10,1822,"Near Elmendorf AFB, Alaska",Military - US Air Force,Practice maneuvers,McDonnell Douglas C-17A Globemaster III,4   (passengers:0  crew:4),4   (passengers:0  crew:4),"The cargo plane took off from runway 6 to practice for upcoming maneuvers. After the initial climb, the pilot made a sharp right turn. As the aircraft banked, the stall warning system activated . Instead of implementing stall recovery procedures, the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible. The aircraft impacted a wooded area northwest of the airfield.",https://www.planecrashinfo.com/2010/2010-18.htm
1-Aug-10,1515,"Near Denali National Park, Alaska",All West Freight,Palmer-Wolf - Unalakleet,Fairchild C-123K,3   (passengers:0  crew:3),3   (passengers:0  crew:3),"The cargo plane crashed into Mount Healy while en route. The pilot's failure to maintain adequate airspeed to avoid a low altitude stall, resulting in a loss of control and collision with terrain.",https://www.planecrashinfo.com/2010/2010-19.htm
3-Aug-10,119,"Igarka, Russia",Katekavia Airline,Karsnoyarsk - Igarka,  Antonov An-24 V,15   (passengers:12  crew:3),12   (passengers:11  crew:1),"The plane crashed while on approach to Igarka Airport in adverse weather conditions. Crew tried to land in below weather minimums. Execution of an approach in conditions worse than the weather minima of the airfield, aircraft, and pilot. The failure of the crew to take a timely decision for a missed approach when the plane descended below the minimum safe height in the absence of reliable visual contact with approach lights and runway lights. This caused the aircraft to strike trees and the ground in controlled flight.",https://www.planecrashinfo.com/2010/2010-20.htm
9-Aug-10,1445,"Near Dillingham, Alaska",GCI Communications Corp.,Lake Nerka - Nushagak River,de Havilland Canada DH-3T Otter,9   (passengers:8  crew:1),5   (passengers:4  crew:1),"The floatplane, carrying passengers to a fishing site crashed into a brush and rock covered mountainside in light rain and fog. Former Alaska U.S. Senator, Ted Stevens, was among those killed.The NTSB found the probable cause to be the pilots temporary unresponsiveness for reasons that could not be established from the available information. There was no mechanical problem with the plane and that weather was not likely a factor in the crash.",https://www.planecrashinfo.com/2010/2010-21.htm
16-Aug-10,149,"San Andreas Island, Colombia",AIRES Colombia,Bogota - San Andreas Island,Boeing B-737-73V,131   (passengers:125  crew:6),2   (passengers:2  crew:0),"The airliner crashed onto the runway and broke in two during a major storm. One hundred twenty four people were injured. One passenger died of a heart attack and a 11- year-old girl died later of head injuries. Execution of the flight below the angle of approach, due to a misjudgment of the crew, believing to be much higher, leading the aircraft to fly a typical trajectory of a 'black hole' illusion, which was experienced during the night-time approach to a runway with low contrast surrounded in bright focused lights, aggravated by bad weather of heavy rain.",https://www.planecrashinfo.com/2010/2010-22.htm
